"HEC_MES","HEC_DEPTO","VIC_EDAD","VIC_ESCOLARIDAD","VIC_EST_CIV","VIC_GRUPET","VIC_TRABAJA","VIC_DEDICA","AGR_EDAD","AGR_ESCOLARIDAD","cluster"
1,5,26,49,9,1,1,-1,26,49,1
2,9,36,49,9,1,1,-1,26,39,1
2,1,49,99,2,1,1,-1,26,29,1
11,6,24,46,9,1,1,-1,26,46,1
5,1,26,49,9,1,1,-1,26,39,1
10,1,25,59,9,1,1,-1,26,49,1
3,4,25,49,9,2,1,-1,26,49,1
1,1,26,33,9,1,1,-1,26,26,1
6,1,29,39,9,1,1,-1,26,29,1
5,1,25,46,9,1,1,-1,26,46,1
12,5,25,49,9,1,1,-1,26,39,1
4,1,24,49,9,1,1,-1,26,39,1
12,1,28,46,9,1,1,-1,26,99,2
4,9,24,49,9,1,1,-1,26,49,1
11,5,23,49,9,1,1,-1,26,39,1
3,1,41,46,2,1,1,-1,26,45,1
1,1,28,46,9,1,1,-1,26,26,1
7,1,26,49,9,1,1,-1,26,49,1
2,9,29,49,9,1,1,-1,26,39,1
7,10,20,49,9,2,1,-1,26,39,1
1,9,25,49,9,1,1,-1,26,49,1
5,4,32,25,9,2,1,-1,26,26,1
9,1,23,99,3,1,1,-1,26,39,1
11,1,27,45,9,1,1,-1,26,46,1
8,1,29,99,2,1,1,-1,26,49,1
12,1,21,26,9,1,1,-1,26,33,1
6,1,23,26,9,1,1,-1,26,99,2
11,10,99,29,9,6,1,-1,26,39,3
7,5,25,29,9,1,1,-1,26,49,1
10,5,38,29,9,1,1,-1,26,39,1
6,1,25,29,9,1,1,-1,26,29,1
5,9,35,29,9,2,1,-1,26,29,1
1,9,25,39,9,1,1,-1,26,39,1
9,9,23,39,9,1,1,-1,26,39,1
1,9,28,49,9,1,1,-1,26,39,1
9,9,28,49,9,1,1,-1,26,39,1
11,19,21,49,9,1,1,-1,26,49,1
3,19,31,59,9,1,1,-1,26,59,1
5,12,70,22,2,1,1,-1,26,10,3
10,1,24,26,9,1,1,-1,26,33,1
9,9,42,29,9,2,1,-1,26,29,1
4,3,27,39,9,1,1,-1,26,39,1
2,1,38,45,9,1,1,-1,26,26,1
6,19,40,49,9,1,1,-1,26,49,1
5,1,25,49,9,1,1,-1,26,39,1
6,1,35,49,9,2,1,-1,26,49,1
2,5,28,46,9,1,1,-1,26,10,1
10,22,26,39,9,1,1,-1,26,39,1
10,22,26,99,9,1,1,-1,26,39,1
2,1,31,45,9,1,1,-1,26,46,1
5,9,23,46,1,2,1,-1,26,46,1
12,1,26,39,9,1,1,-1,26,45,1
6,1,27,39,9,1,1,-1,26,39,1
8,1,25,33,9,1,1,-1,26,23,1
3,19,41,26,9,1,1,-1,26,26,1
2,1,36,99,2,1,1,-1,26,99,2
8,1,20,10,9,1,1,-1,26,29,1
3,7,21,99,9,2,1,-1,26,10,1
3,1,34,39,9,1,1,-1,26,39,1
4,5,26,26,9,1,1,-1,26,26,1
12,1,99,39,9,1,1,-1,26,49,3
4,12,25,46,9,1,1,-1,26,39,1
2,5,23,49,9,1,1,-1,26,49,1
12,22,24,49,9,1,1,-1,26,10,1
4,1,21,49,9,1,1,-1,26,39,1
3,1,98,49,9,1,1,-1,26,49,3
11,10,24,99,9,6,1,-1,26,99,2
8,1,59,49,1,1,1,-1,26,49,1
8,1,61,99,2,1,1,-1,26,99,2
9,1,21,99,3,1,9,9,26,99,2
5,8,23,29,9,9,9,9,26,29,1
11,9,21,99,9,1,1,-1,26,99,2
5,1,25,99,9,5,1,-1,26,39,1
10,1,31,59,9,1,1,-1,26,49,1
5,2,42,23,9,1,2,1,26,26,1
8,1,17,32,9,1,1,-1,26,33,1
9,3,26,29,9,1,2,1,26,49,1
8,7,20,32,9,2,2,1,26,26,1
7,1,21,33,9,1,2,1,26,46,1
12,1,24,44,9,1,1,-1,26,44,1
2,1,35,99,9,1,1,-1,26,99,2
8,12,49,26,2,1,2,1,26,25,1
6,3,23,10,9,2,2,1,26,10,1
6,1,23,29,9,1,2,1,26,39,1
1,5,25,29,9,1,2,1,26,26,1
2,1,22,33,9,1,2,1,26,55,1
9,15,26,33,9,6,2,1,26,39,1
9,1,32,99,9,1,1,-1,26,99,2
7,1,26,44,9,1,1,-1,26,31,1
2,99,27,52,9,9,1,-1,26,44,1
99,1,23,46,9,1,1,-1,26,99,2
3,15,26,26,9,1,1,-1,26,33,1
2,11,5,-1,-1,1,-1,-1,26,45,1
9,22,56,10,1,1,2,1,26,10,3
12,10,23,10,9,2,2,1,26,10,1
4,3,35,10,9,1,2,1,26,10,1
3,13,24,23,9,1,2,1,26,26,1
5,13,22,26,9,1,2,1,26,26,1
3,2,21,26,9,1,2,1,26,29,1
10,21,21,26,9,2,2,1,26,24,1
11,15,21,26,9,1,2,1,26,26,1
4,11,23,26,9,1,2,1,26,26,1
6,7,24,26,9,2,2,1,26,10,1
6,6,28,26,9,1,2,1,26,24,1
9,13,36,29,9,2,2,1,26,29,1
8,21,24,33,9,5,2,1,26,26,1
10,15,19,33,9,2,2,1,26,45,1
8,15,24,45,9,2,2,1,26,46,1
9,12,24,46,9,6,2,1,26,46,1
8,6,55,46,9,6,2,1,26,46,1
7,1,23,49,9,1,2,3,26,99,2
4,7,26,59,9,2,2,1,26,39,1
1,11,20,99,9,1,2,1,26,39,1
11,3,21,99,9,2,2,1,26,99,2
2,1,29,53,3,1,1,-1,26,59,1
12,3,32,59,2,6,1,-1,26,49,1
5,4,25,49,1,2,1,-1,26,39,1
9,7,26,46,9,2,1,-1,26,46,1
12,14,22,26,9,2,1,-1,26,32,1
10,1,27,59,9,9,1,-1,26,45,1
5,11,45,21,2,1,1,-1,26,26,1
1,19,48,39,2,1,1,-1,26,10,1
2,12,35,26,3,1,1,-1,26,44,1
2,1,24,26,9,1,1,-1,26,33,1
12,1,38,29,9,6,1,-1,26,99,2
5,16,31,33,9,2,1,-1,26,49,1
5,99,99,33,9,6,1,-1,26,99,2
11,1,26,10,9,1,1,-1,26,10,1
8,5,29,39,9,1,1,-1,26,26,1
3,1,26,49,9,2,1,-1,26,49,1
1,11,34,10,2,1,2,1,26,44,1
3,12,63,26,2,9,2,6,26,33,3
1,13,22,22,3,2,2,4,26,23,1
8,22,38,10,9,1,2,1,26,10,1
4,11,34,10,9,1,2,1,26,99,2
7,15,28,10,9,2,2,1,26,10,1
10,21,38,10,9,1,2,1,26,25,1
6,12,38,10,9,1,2,1,26,29,1
2,6,24,21,9,1,2,1,26,33,1
7,11,65,22,9,1,2,1,26,31,3
4,6,36,22,9,1,2,1,26,46,1
2,13,24,23,9,2,2,1,26,26,1
8,13,20,23,9,2,2,1,26,26,1
8,22,25,23,9,6,2,1,26,25,1
10,11,19,23,9,1,2,1,26,32,1
8,21,38,24,9,1,2,1,26,26,1
2,15,23,25,9,6,2,1,26,26,1
11,14,22,25,9,2,2,1,26,33,1
8,10,26,25,9,6,2,1,26,23,1
8,11,67,26,9,2,2,1,26,26,3
3,14,20,26,9,1,2,1,26,26,1
8,11,24,26,9,1,2,1,26,49,1
9,11,39,26,9,1,2,1,26,26,1
2,11,25,26,9,1,2,1,26,26,1
12,11,44,26,9,1,2,1,26,33,1
4,1,20,26,9,1,2,1,26,26,1
6,13,28,26,9,2,2,1,26,26,1
5,13,21,26,9,1,2,1,26,33,1
5,11,21,26,9,1,2,1,26,26,1
1,10,22,26,9,6,2,1,26,24,1
3,6,31,26,9,1,2,1,26,46,1
9,4,25,26,9,2,2,1,26,33,1
5,14,35,26,9,1,2,9,26,26,1
8,13,22,26,9,5,2,1,26,26,1
8,13,28,29,9,2,2,1,26,29,1
10,12,23,29,9,1,2,1,26,29,1
11,12,27,29,9,1,2,1,26,49,1
8,11,20,31,9,2,2,1,26,46,1
6,11,24,31,9,1,2,1,26,31,1
12,1,20,32,9,1,2,1,26,45,1
10,20,18,32,9,1,2,1,26,32,1
12,14,31,33,9,2,2,1,26,46,1
7,16,19,33,9,2,2,1,26,31,1
12,14,28,33,9,2,2,1,26,33,1
7,11,27,33,9,1,2,1,26,29,1
8,11,24,33,9,1,2,1,26,33,1
4,6,27,33,9,1,2,1,26,33,1
3,4,19,33,9,6,2,1,26,33,1
6,1,27,33,9,6,2,1,26,33,1
12,1,21,39,9,2,2,1,26,32,1
3,10,46,39,9,1,2,1,26,49,1
11,14,23,44,9,1,2,1,26,33,1
2,1,19,45,9,1,2,1,26,45,1
2,1,24,45,9,1,2,1,26,45,1
5,11,22,45,9,1,2,1,26,49,1
10,6,24,46,9,6,2,1,26,46,1
7,21,24,46,9,1,2,1,26,46,1
5,11,19,46,9,1,2,1,26,33,1
6,12,29,46,9,1,2,1,26,59,1
6,12,29,46,9,1,2,1,26,46,1
9,6,27,46,9,6,2,1,26,46,1
3,3,23,49,9,6,2,1,26,39,1
12,11,28,55,9,1,2,1,26,55,1
4,9,30,56,9,6,2,3,26,26,1
11,8,18,99,9,2,2,1,26,29,1
1,12,24,99,9,1,2,1,26,99,2
9,12,20,99,9,1,2,1,26,99,2
7,12,26,56,9,1,1,-1,26,46,1
7,16,25,46,9,2,1,-1,26,46,1
12,4,21,46,9,2,1,-1,26,46,1
5,15,26,49,9,1,1,-1,26,49,1
3,1,29,31,9,1,1,-1,26,26,1
4,1,25,45,9,1,1,-1,26,45,1
5,1,26,49,9,1,1,-1,26,49,1
5,1,99,49,9,1,1,-1,26,49,3
11,3,24,33,9,6,1,-1,26,26,1
8,11,23,59,9,1,1,-1,26,45,1
8,11,25,10,9,1,1,-1,26,10,1
8,1,22,45,9,1,1,-1,26,59,1
5,1,21,49,9,1,1,-1,26,49,1
2,15,23,53,9,1,1,-1,26,59,1
2,1,27,45,9,1,1,-1,26,45,1
8,6,23,52,9,1,1,-1,26,46,1
9,15,32,26,9,6,1,-1,26,22,1
6,14,22,26,9,2,1,-1,26,26,1
5,1,22,29,9,1,1,-1,26,59,1
7,11,25,33,9,1,1,-1,26,45,1
8,11,20,33,9,1,1,-1,26,33,1
4,20,26,45,9,1,1,-1,26,45,1
8,20,22,49,9,1,1,-1,26,29,1
6,4,42,99,9,1,1,-1,26,46,1
12,14,42,25,9,2,1,-1,26,26,1
11,3,27,26,9,6,1,-1,26,31,1
12,9,38,29,9,1,1,-1,26,39,1
1,6,33,33,9,1,1,-1,26,26,1
10,1,24,31,9,1,1,-1,26,44,1
11,4,55,26,9,6,1,-1,26,25,1
2,4,30,10,9,2,1,-1,26,10,1
6,10,35,39,9,1,1,-1,26,39,1
4,1,44,32,9,1,1,-1,26,99,2
10,1,30,44,9,1,1,-1,26,46,1
10,1,29,99,9,1,1,-1,26,99,2
3,9,22,22,1,2,2,1,27,22,1
6,1,65,39,1,1,2,1,27,29,3
1,1,38,29,2,1,2,1,27,39,1
11,1,57,46,2,1,2,1,27,59,1
9,9,57,99,2,1,2,1,27,99,2
1,14,27,49,1,1,1,-1,27,49,1
3,1,28,49,1,1,2,1,27,39,1
9,1,49,29,1,1,2,1,27,39,1
5,1,56,29,2,1,1,-1,27,49,1
4,4,42,49,2,1,1,-1,27,49,1
5,17,47,10,3,1,1,-1,27,26,3
6,15,83,10,1,2,2,1,27,10,3
3,1,22,39,2,1,1,-1,27,99,2
5,1,26,45,1,1,1,-1,27,32,1
11,1,47,53,2,2,1,-1,27,23,1
2,1,25,59,9,6,1,-1,27,59,1
2,13,39,21,1,2,2,1,27,21,1
6,22,31,22,1,1,2,1,27,22,1
4,9,53,24,1,1,2,1,27,26,1
6,13,17,26,1,1,2,1,27,10,1
10,13,33,26,1,1,2,1,27,26,1
1,9,75,29,1,1,2,1,27,49,3
4,5,29,29,1,1,2,1,27,29,1
8,19,27,29,1,1,2,1,27,39,1
1,2,19,33,1,1,2,9,27,26,1
5,2,38,33,1,1,2,1,27,26,1
9,1,50,33,1,1,2,1,27,26,1
8,10,38,49,1,1,2,2,27,49,1
5,10,25,99,1,2,2,1,27,99,2
6,10,35,10,2,6,2,1,27,10,1
5,19,57,10,2,1,2,1,27,10,3
7,19,44,10,2,1,2,1,27,29,1
5,2,74,10,2,1,2,1,27,49,3
12,10,54,10,2,2,2,1,27,10,3
7,14,47,22,2,6,2,9,27,22,1
3,8,62,29,2,2,2,2,27,29,3
10,4,53,29,2,2,2,1,27,39,1
6,5,26,33,2,1,2,1,27,32,1
3,9,29,33,3,2,2,1,27,33,1
2,2,60,10,9,1,2,6,27,29,3
1,2,39,23,9,1,2,1,27,26,1
5,1,60,59,4,1,1,-1,27,59,1
1,20,44,49,9,1,1,-1,27,46,1
12,9,24,49,1,1,1,-1,27,49,1
6,5,22,33,1,1,1,-1,27,32,1
5,1,42,45,1,1,1,-1,27,99,2
9,9,29,49,1,1,1,-1,27,49,1
8,5,52,21,2,6,1,-1,27,23,3
8,16,36,22,2,2,1,-1,27,10,1
3,16,99,33,2,2,1,-1,27,25,3
7,2,46,29,5,1,1,-1,27,29,1
9,1,27,49,1,1,1,-1,27,10,1
5,22,34,26,2,6,1,-1,27,33,1
6,20,43,99,2,1,1,-1,27,29,1
1,17,70,23,2,1,2,6,27,46,3
3,5,32,26,2,1,2,1,27,33,1
5,2,21,33,1,1,2,1,27,23,1
6,13,28,59,2,1,1,-1,27,45,1
3,1,47,44,9,9,1,-1,27,44,1
9,1,56,99,2,1,1,-1,27,99,2
4,22,37,26,2,1,1,-1,27,26,1
6,3,23,29,1,6,2,1,27,29,1
11,4,48,49,2,1,2,1,27,59,1
7,4,42,22,9,6,2,1,27,22,1
7,13,53,24,9,1,2,1,27,46,1
3,20,52,10,1,6,2,1,27,29,3
12,10,40,10,1,6,2,1,27,29,1
7,10,46,29,9,1,2,1,27,39,1
1,14,40,46,2,2,1,-1,27,46,1
2,16,34,26,2,2,1,-1,27,31,1
2,3,45,49,9,1,1,-1,27,49,1
5,13,52,26,1,6,1,-1,27,26,1
9,16,45,33,2,2,1,-1,27,10,1
9,7,71,10,1,2,1,-1,27,10,3
5,4,24,49,9,1,1,-1,27,39,1
6,13,55,10,1,2,2,9,27,10,3
4,21,30,10,1,1,2,1,27,10,1
4,13,53,10,1,2,2,1,27,24,3
7,16,46,23,1,2,2,1,27,26,1
7,16,19,25,1,2,2,1,27,10,1
5,4,22,26,1,2,2,1,27,26,1
12,18,26,26,1,1,2,1,27,26,1
11,17,46,26,1,1,2,1,27,46,1
11,3,31,26,1,6,2,1,27,46,1
2,2,19,46,1,1,2,1,27,26,1
9,2,66,10,2,9,2,1,27,26,3
11,16,49,10,2,2,2,1,27,33,3
9,16,45,10,2,2,2,1,27,29,1
10,21,28,10,2,1,2,1,27,10,1
3,14,31,21,2,2,2,1,27,21,1
3,4,30,26,2,6,2,1,27,26,1
8,4,47,26,2,2,2,1,27,46,1
12,3,50,29,2,6,2,1,27,29,1
8,14,34,33,2,2,2,1,27,44,1
6,11,25,33,2,1,2,1,27,33,1
5,4,41,39,2,2,2,1,27,29,1
8,16,44,10,3,2,2,1,27,33,1
6,16,56,10,3,2,2,1,27,33,3
12,14,72,10,4,2,2,1,27,46,3
4,16,49,26,4,2,2,1,27,26,1
9,17,73,46,4,1,2,2,27,46,3
3,4,77,10,9,6,2,1,27,26,3
11,10,55,23,9,1,2,1,27,33,1
5,2,26,39,9,1,2,1,27,39,1
9,2,30,49,2,1,1,-1,27,39,1
7,1,47,44,9,1,1,-1,27,45,1
7,21,65,26,1,6,1,-1,27,45,3
8,15,30,32,1,2,1,-1,27,32,1
1,4,34,26,3,6,1,-1,27,33,1
2,21,23,45,3,2,1,-1,27,46,1
4,16,42,26,2,2,1,-1,27,26,1
2,6,67,26,2,1,1,-1,27,26,3
3,4,28,46,1,1,1,-1,27,46,1
8,15,62,10,2,1,1,-1,27,26,3
6,7,48,10,2,2,1,-1,27,10,3
10,7,33,10,2,2,1,-1,27,10,1
3,4,27,29,1,1,1,-1,27,29,1
2,1,59,23,2,1,2,1,27,10,3
8,16,30,33,2,2,2,1,27,33,1
5,12,31,49,2,1,2,1,27,49,1
2,10,26,99,2,2,2,1,27,99,2
2,1,29,25,2,1,1,-1,27,39,1
99,1,99,39,2,9,1,-1,27,49,3
5,1,52,99,1,1,1,-1,27,32,1
9,1,21,39,2,1,2,1,27,39,1
7,1,99,29,3,9,1,-1,27,29,3
11,1,28,44,2,1,1,-1,27,49,1
7,5,28,26,2,1,2,1,27,10,1
1,1,28,29,2,1,2,1,27,29,1
99,1,26,49,2,1,1,-1,27,29,1
10,11,20,33,2,1,1,-1,27,46,1
7,3,22,46,2,1,1,-1,27,45,1
4,4,26,26,2,6,2,1,27,22,1
3,1,30,26,2,1,1,-1,27,32,1
4,1,26,39,2,1,1,-1,27,39,1
10,1,29,39,2,1,1,-1,27,26,1
2,4,23,21,2,2,2,1,27,23,1
9,8,29,49,2,2,1,-1,27,29,1
2,3,28,49,2,6,1,-1,27,49,1
9,3,47,23,2,1,2,9,27,46,1
7,15,35,26,2,1,1,-1,27,26,1
6,8,27,49,2,2,1,-1,27,39,1
5,5,36,29,2,1,1,-1,27,22,1
7,1,29,44,2,1,2,1,27,33,1
4,1,65,10,2,2,1,-1,27,45,3
1,8,21,29,2,2,2,1,27,29,1
11,1,31,45,2,1,2,1,27,49,1
2,11,24,46,2,1,1,-1,27,46,1
8,14,26,10,1,6,2,1,27,10,1
6,5,47,29,1,1,2,1,27,39,1
2,13,60,10,2,2,2,4,27,10,3
1,5,27,10,2,1,2,1,27,10,1
11,1,60,10,2,1,2,1,27,39,3
1,1,85,10,2,2,2,1,27,49,3
1,16,23,10,2,2,2,1,27,10,1
2,12,32,10,2,1,2,1,27,59,1
12,16,41,22,2,2,2,1,27,23,1
2,15,27,25,2,2,2,3,27,26,1
9,16,27,25,2,2,2,1,27,26,1
11,12,24,25,2,6,2,1,27,33,1
2,22,30,26,2,1,2,1,27,33,1
6,19,41,26,2,1,2,1,27,26,1
8,12,25,26,2,2,2,1,27,26,1
12,4,48,26,2,6,2,1,27,26,1
10,9,25,26,2,6,2,1,27,26,1
11,4,21,26,2,2,2,1,27,45,1
4,3,27,26,2,1,2,1,27,26,1
1,4,26,26,2,6,2,1,27,26,1
1,1,29,26,2,1,2,1,27,45,1
3,20,27,29,2,1,2,1,27,29,1
5,12,27,29,2,1,2,1,27,29,1
9,8,60,29,2,2,2,1,27,39,1
6,3,30,29,2,2,2,9,27,39,1
9,2,26,29,2,1,2,1,27,29,1
10,9,25,33,2,1,2,1,27,33,1
11,9,21,33,2,1,2,1,27,33,1
9,16,24,39,2,2,2,1,27,99,2
9,10,28,39,2,1,2,1,27,39,1
1,9,21,39,2,2,2,1,27,39,1
7,2,23,39,2,1,2,1,27,39,1
3,9,28,39,2,1,2,1,27,29,1
99,1,24,39,2,1,2,1,27,29,1
11,1,27,39,2,1,2,1,27,33,1
3,9,24,44,2,1,2,1,27,33,1
12,5,25,45,2,5,2,1,27,45,1
9,10,26,45,2,2,2,1,27,46,1
8,5,24,46,2,1,2,1,27,46,1
5,12,26,46,2,6,2,1,27,99,2
5,5,27,46,2,1,2,1,27,46,1
7,12,24,46,2,6,2,1,27,44,1
9,9,24,46,2,1,2,1,27,33,1
4,7,37,49,2,2,2,1,27,29,1
6,1,99,49,2,6,2,1,27,39,3
9,1,33,49,2,6,2,1,27,49,1
8,1,35,49,2,1,2,1,27,49,1
11,10,24,49,2,2,2,1,27,49,1
8,1,24,51,2,1,2,1,27,55,1
3,10,24,99,2,6,2,1,27,99,2
3,9,26,99,2,1,2,3,27,99,2
3,16,35,99,2,2,2,1,27,99,2
2,3,28,99,2,1,2,1,27,99,2
9,10,26,99,2,2,2,1,27,99,2
1,1,64,23,4,1,2,2,27,45,3
2,9,29,55,5,6,2,1,27,55,1
9,12,53,49,9,1,2,1,27,49,1
4,1,29,49,9,1,2,1,27,49,1
10,12,25,99,9,1,2,1,27,10,1
2,1,35,59,2,2,1,-1,27,39,1
9,10,39,49,2,2,1,-1,27,10,1
2,12,26,49,2,1,1,-1,27,29,1
9,2,29,49,2,1,1,-1,27,39,1
9,1,27,49,2,1,1,-1,27,49,1
1,14,27,51,1,1,1,-1,27,44,1
8,9,27,59,2,1,1,-1,27,59,1
1,1,26,59,2,1,1,-1,27,49,1
12,13,34,46,1,1,1,-1,27,46,1
9,5,25,49,2,1,1,-1,27,39,1
3,1,27,39,2,1,1,-1,27,39,1
1,1,25,49,2,2,1,-1,27,32,1
10,10,29,29,2,1,1,-1,27,29,1
7,1,24,33,2,1,1,-1,27,46,1
1,9,24,49,2,1,1,-1,27,49,1
3,9,37,33,1,1,1,-1,27,33,1
6,1,26,26,2,1,1,-1,27,99,2
2,9,32,29,2,1,1,-1,27,39,1
7,12,33,46,2,1,1,-1,27,46,1
4,1,31,49,2,1,1,-1,27,49,1
8,1,50,49,2,1,1,-1,27,49,1
12,1,31,49,2,1,1,-1,27,39,1
12,4,28,33,2,6,1,-1,27,23,1
5,12,19,26,1,1,1,-1,27,10,1
8,2,33,39,2,1,1,-1,27,49,1
1,10,35,10,2,2,1,-1,27,10,1
11,5,25,46,1,1,1,-1,27,46,1
4,5,30,39,2,1,1,-1,27,39,1
9,5,35,10,2,1,1,-1,27,10,1
2,1,32,29,2,1,1,-1,27,29,1
3,1,31,49,2,1,1,-1,27,49,1
4,1,44,26,2,1,1,-1,27,55,1
4,1,25,26,2,1,1,-1,27,99,2
7,1,25,45,2,1,1,-1,27,26,1
1,10,30,49,2,1,1,-1,27,39,1
4,4,23,22,2,6,1,-1,27,10,1
8,5,21,39,2,1,1,-1,27,29,1
2,1,28,99,2,1,1,-1,27,99,2
2,1,28,99,2,1,1,-1,27,99,2
4,5,36,46,1,1,1,-1,27,23,1
1,5,23,22,2,6,1,-1,27,33,1
5,1,47,29,2,1,1,-1,27,39,1
11,22,34,49,2,1,1,-1,27,29,1
11,22,52,49,2,1,1,-1,27,10,1
6,10,30,49,2,6,1,-1,27,49,1
10,1,30,49,2,1,1,-1,27,49,1
4,1,25,39,2,1,9,9,27,39,1
8,2,27,59,2,1,1,-1,27,59,1
8,1,34,33,2,5,2,1,27,49,1
6,13,31,24,2,2,2,1,27,26,1
3,19,31,26,2,1,1,-1,27,26,1
2,9,39,33,2,2,2,1,27,33,1
1,16,46,26,4,1,2,1,27,32,1
4,4,23,46,2,6,1,-1,27,46,1
11,16,46,23,2,2,1,-1,27,26,1
11,13,35,49,2,1,1,-1,27,49,1
3,7,38,10,2,2,1,-1,27,10,1
10,7,39,10,2,2,1,-1,27,10,1
2,5,33,46,2,1,1,-1,27,26,1
4,11,12,26,1,1,2,3,27,26,1
2,1,32,99,1,1,2,3,27,99,2
9,7,27,23,2,2,2,1,27,21,1
5,11,35,24,2,1,2,1,27,26,1
4,5,23,25,2,6,2,1,27,33,1
2,11,27,26,2,6,2,1,27,26,1
4,11,27,26,2,1,2,1,27,26,1
10,16,32,33,2,2,2,1,27,33,1
4,22,26,49,2,1,2,1,27,39,1
11,1,99,49,2,1,1,-1,27,49,3
6,1,34,49,2,1,1,-1,27,49,1
5,8,28,46,2,2,1,-1,27,45,1
7,2,28,49,2,1,1,-1,27,49,1
9,8,46,26,2,2,1,-1,27,26,1
8,7,30,46,2,2,1,-1,27,33,1
9,8,27,99,2,2,1,-1,27,99,2
9,1,27,33,2,1,1,-1,27,46,1
3,2,30,26,2,1,9,9,27,33,1
3,3,36,10,2,1,2,1,27,29,1
10,9,28,10,2,1,2,1,27,29,1
1,11,23,21,2,2,2,1,27,33,1
9,3,30,21,2,2,2,1,27,21,1
10,16,30,26,2,2,2,1,27,26,1
3,1,27,29,2,2,2,9,27,49,1
7,9,20,33,2,9,2,1,27,32,1
1,5,25,33,2,1,2,1,27,10,1
11,10,23,33,2,6,2,1,27,33,1
10,14,26,44,2,9,2,1,27,26,1
8,16,25,46,2,2,2,1,27,46,1
1,10,26,49,2,6,2,3,27,29,1
5,5,26,49,2,1,2,1,27,39,1
8,10,24,49,2,6,2,1,27,10,1
12,15,27,59,2,2,2,1,27,49,1
6,20,28,56,2,1,1,-1,27,56,1
1,1,30,45,2,1,1,-1,27,46,1
1,6,22,45,2,1,1,-1,27,33,1
12,16,26,46,2,2,1,-1,27,46,1
12,16,56,10,2,2,1,-1,27,99,2
11,13,31,29,2,1,1,-1,27,29,1
2,1,24,49,2,1,9,9,27,99,2
8,11,7,21,-1,1,2,3,27,33,1
8,11,11,22,-1,1,2,3,27,46,1
1,11,15,33,1,1,2,3,27,26,1
9,3,68,46,1,1,2,1,27,45,1
5,11,24,10,2,1,2,1,27,10,1
6,13,25,10,2,2,2,1,27,10,1
8,16,24,10,2,1,2,1,27,99,2
7,11,33,21,2,1,2,1,27,22,1
6,1,27,22,2,1,2,1,27,45,1
2,9,26,22,2,2,2,1,27,26,1
5,12,20,23,2,2,2,1,27,51,1
10,11,19,23,2,1,2,1,27,24,1
3,16,25,24,2,2,2,1,27,23,1
4,16,28,24,2,2,2,1,27,33,1
1,21,25,24,2,1,2,1,27,22,1
1,4,63,26,2,6,2,2,27,26,3
6,13,36,26,2,1,2,2,27,26,1
8,13,24,26,2,1,2,1,27,26,1
11,4,26,26,2,2,2,1,27,32,1
7,1,28,26,2,1,2,1,27,33,1
6,16,26,26,2,2,2,1,27,26,1
3,16,24,26,2,2,2,1,27,26,1
3,15,27,26,2,1,2,1,27,24,1
5,16,23,26,2,2,2,1,27,26,1
9,4,39,26,2,2,2,1,27,26,1
5,11,28,31,2,1,2,1,27,31,1
2,16,23,32,2,2,2,1,27,45,1
9,16,22,32,2,2,2,1,27,46,1
9,11,18,32,2,1,2,1,27,46,1
4,16,24,33,2,2,2,1,27,33,1
8,12,30,33,2,1,2,1,27,45,1
5,21,28,33,2,2,2,1,27,26,1
4,14,25,33,2,2,2,1,27,33,1
1,16,21,33,2,1,2,1,27,45,1
4,2,25,33,2,1,2,1,27,33,1
9,10,25,39,2,6,2,1,27,39,1
6,21,29,44,2,1,2,1,27,33,1
11,11,33,45,2,1,2,1,27,33,1
4,4,26,46,2,2,2,1,27,33,1
4,9,26,46,2,1,2,1,27,33,1
11,18,29,46,2,1,2,9,27,33,1
5,16,25,46,2,1,2,1,27,46,1
6,14,25,46,2,2,2,1,27,26,1
9,4,63,46,2,2,2,1,27,46,1
7,17,31,46,2,1,2,1,27,44,1
3,9,24,49,2,1,2,1,27,39,1
4,3,25,49,2,6,2,1,27,49,1
12,8,27,49,2,2,2,1,27,29,1
2,8,25,49,2,2,2,1,27,49,1
6,8,28,59,2,2,2,9,27,39,1
12,8,80,10,3,2,2,1,27,10,3
6,16,49,23,3,2,2,1,27,25,1
10,14,23,25,3,2,2,1,27,26,1
7,11,35,33,9,1,2,1,27,26,1
12,11,22,33,9,1,2,1,27,33,1
4,14,25,46,2,1,1,-1,27,46,1
8,22,28,46,2,6,1,-1,27,33,1
11,12,25,59,1,1,1,-1,27,49,1
12,12,32,49,2,1,1,-1,27,49,1
2,8,27,49,2,2,1,-1,27,49,1
6,11,36,55,2,1,1,-1,27,31,1
3,1,30,55,2,1,1,-1,27,45,1
2,11,25,46,2,1,1,-1,27,46,1
1,1,25,52,2,1,1,-1,27,53,1
9,1,28,59,2,1,1,-1,27,45,1
7,15,25,33,2,1,1,-1,27,45,1
2,16,34,33,2,2,1,-1,27,10,1
12,18,17,39,1,1,1,-1,27,39,1
11,3,31,26,2,1,1,-1,27,26,1
11,16,37,26,2,2,1,-1,27,26,1
4,4,27,29,2,2,1,-1,27,39,1
3,16,31,33,2,2,1,-1,27,44,1
11,16,26,45,2,2,1,-1,27,46,1
4,16,27,46,2,2,1,-1,27,46,1
3,17,28,46,2,2,1,-1,27,33,1
3,4,26,49,2,1,1,-1,27,49,1
10,4,22,49,2,1,1,-1,27,49,1
5,12,28,49,2,1,1,-1,27,49,1
1,1,22,45,2,1,1,-1,27,45,1
