"HEC_MES","HEC_DEPTO","VIC_EDAD","VIC_ESCOLARIDAD","VIC_EST_CIV","VIC_GRUPET","VIC_TRABAJA","VIC_DEDICA","AGR_EDAD","AGR_ESCOLARIDAD","cluster"
6,1,28,33,2,2,1,-1,27,44,1
3,2,44,39,2,1,1,-1,27,39,1
3,16,32,33,2,2,1,-1,27,10,1
9,16,40,26,2,2,1,-1,27,26,1
4,1,31,45,2,1,1,-1,27,45,1
11,12,65,99,2,1,9,9,27,99,2
6,1,51,22,2,1,2,1,27,10,3
99,22,25,26,3,1,2,1,27,26,1
8,16,25,29,3,2,2,1,27,99,2
4,19,26,49,3,1,2,1,27,49,1
10,1,29,99,3,1,1,-1,27,99,2
10,1,24,33,9,6,1,-1,27,51,1
6,10,27,29,3,2,1,-1,27,29,1
10,16,79,10,2,2,1,-1,27,25,3
9,16,24,49,3,2,1,-1,27,49,1
3,99,29,32,3,1,9,9,27,49,1
4,1,36,49,3,1,1,-1,27,99,2
12,16,34,24,3,2,1,-1,27,26,1
1,14,27,26,3,2,2,1,27,26,1
7,15,24,25,3,1,2,1,27,22,1
3,15,23,32,3,5,2,1,27,45,1
9,1,25,45,3,1,1,-1,27,45,1
7,16,18,26,1,2,2,1,27,24,1
10,16,21,24,3,2,2,1,27,26,1
5,16,32,33,2,2,1,-1,27,33,1
4,1,28,49,3,1,1,-1,27,39,1
5,16,29,33,3,2,2,1,27,22,1
9,11,32,32,3,1,1,-1,27,46,1
11,4,19,39,3,2,2,1,27,49,1
11,21,24,10,3,6,2,1,27,26,1
12,16,18,26,3,2,2,1,27,33,1
7,16,33,45,3,2,1,-1,27,32,1
9,7,71,10,1,2,2,9,27,10,3
8,16,13,26,1,2,2,9,27,25,1
10,10,47,10,2,2,2,1,27,26,3
10,5,57,46,2,1,2,1,27,46,1
3,22,18,10,3,1,2,1,27,46,1
6,16,19,10,3,2,2,1,27,26,1
6,16,24,10,3,2,2,1,27,10,1
12,13,22,10,3,2,2,1,27,10,1
3,16,24,10,3,2,2,1,27,33,1
3,16,20,10,3,2,2,1,27,10,1
11,16,25,10,3,2,2,1,27,23,1
11,16,25,10,3,2,2,1,27,23,1
1,10,28,10,3,1,2,1,27,29,1
3,5,25,10,3,1,2,1,27,29,1
3,3,25,10,3,6,2,1,27,99,2
3,7,24,10,3,2,2,1,27,10,1
12,22,37,22,3,6,2,1,27,22,1
7,4,25,22,3,6,2,1,27,10,1
2,4,23,23,3,6,2,1,27,24,1
1,16,28,24,3,2,2,1,27,23,1
8,16,18,24,3,2,2,1,27,24,1
5,4,22,25,3,2,2,1,27,26,1
4,16,21,25,3,2,2,1,27,45,1
9,16,23,26,3,6,2,1,27,23,1
4,22,23,26,3,6,2,1,27,26,1
3,16,20,26,3,2,2,1,27,46,1
4,16,25,26,3,2,2,1,27,45,1
11,16,26,26,3,2,2,1,27,10,1
9,14,19,26,3,2,2,1,27,26,1
8,1,28,26,3,2,2,1,27,26,1
4,16,21,26,3,2,2,1,27,24,1
4,12,68,29,3,1,2,1,27,29,3
2,4,22,29,3,2,2,1,27,99,2
7,13,33,29,3,2,2,1,27,99,2
1,13,22,29,3,1,2,1,27,49,1
5,4,25,29,3,1,2,1,27,46,1
12,5,27,32,3,1,2,1,27,32,1
2,12,19,32,3,1,2,1,27,99,2
1,22,25,33,3,1,2,1,27,46,1
1,22,21,33,3,1,2,1,27,33,1
11,10,99,33,3,2,2,1,27,33,3
12,10,40,33,3,2,2,1,27,33,1
6,10,27,33,3,1,2,1,27,46,1
7,5,31,39,3,5,2,1,27,39,1
3,5,24,39,3,1,2,1,27,29,1
9,1,26,39,3,1,2,1,27,39,1
3,4,24,39,3,1,2,1,27,29,1
3,9,24,44,3,2,2,1,27,44,1
4,16,26,45,3,2,2,1,27,45,1
2,14,21,45,3,2,2,1,27,23,1
11,22,20,46,3,1,2,1,27,26,1
4,9,34,49,3,2,2,1,27,29,1
99,99,20,49,3,1,2,1,27,59,1
2,5,25,49,3,1,2,1,27,49,1
9,4,26,49,3,2,2,1,27,49,1
4,1,30,99,3,1,2,1,27,49,1
5,1,63,29,4,1,2,1,27,39,3
11,1,31,59,1,1,1,-1,27,39,1
9,4,27,44,3,6,1,-1,27,44,1
8,4,28,33,3,6,1,-1,27,99,2
5,1,99,49,3,1,1,-1,27,49,3
3,1,30,59,2,1,1,-1,27,49,1
7,9,26,23,3,1,1,-1,27,46,1
12,1,26,59,3,1,1,-1,27,39,1
8,1,28,39,3,1,1,-1,27,39,1
1,8,25,49,3,1,1,-1,27,49,1
2,1,25,49,3,1,1,-1,27,39,1
8,1,54,29,2,1,1,-1,27,99,2
3,22,39,46,3,1,1,-1,27,46,1
5,1,33,39,3,1,1,-1,27,39,1
7,1,24,49,9,1,1,-1,27,49,1
8,1,27,29,3,2,1,-1,27,39,1
1,22,37,33,3,1,1,-1,27,33,1
2,22,26,26,3,1,1,-1,27,26,1
1,6,35,26,3,1,1,-1,27,26,1
11,22,23,29,3,1,1,-1,27,49,1
4,9,31,39,3,1,1,-1,27,29,1
99,1,37,49,3,1,1,-1,27,29,1
4,22,29,33,3,1,1,-1,27,33,1
4,22,30,46,3,1,1,-1,27,26,1
5,9,39,59,3,1,1,-1,27,39,1
2,16,31,26,3,2,1,-1,27,31,1
3,15,26,33,3,5,2,1,27,46,1
4,16,35,10,3,2,1,-1,27,10,1
1,1,33,99,3,1,1,-1,27,99,2
3,17,1,-1,-1,1,-1,-1,27,46,1
2,16,99,10,2,2,2,1,27,26,3
7,16,39,10,2,2,2,1,27,45,1
10,16,45,10,2,2,2,1,27,29,1
9,16,26,10,3,2,2,1,27,10,1
8,13,47,10,3,2,2,1,27,26,3
5,16,32,10,3,2,2,1,27,26,1
4,17,22,22,3,1,2,1,27,23,1
1,15,28,23,3,2,2,1,27,25,1
9,16,27,26,3,2,2,1,27,26,1
2,12,24,26,3,1,2,1,27,26,1
7,4,18,29,3,2,2,1,27,29,1
12,16,22,31,3,2,2,1,27,33,1
2,17,27,33,3,1,2,1,27,26,1
8,17,22,33,3,1,2,1,27,25,1
5,17,26,33,3,1,2,1,27,33,1
5,17,30,45,3,1,2,1,27,45,1
7,16,31,46,3,2,2,1,27,99,2
8,1,37,33,9,1,2,1,27,45,1
5,16,25,26,3,2,1,-1,27,33,1
12,4,31,29,3,2,1,-1,27,29,1
10,10,60,10,3,1,1,-1,27,26,3
6,9,27,32,3,2,1,-1,27,26,1
12,19,38,49,3,1,1,-1,27,29,1
4,19,30,32,2,1,2,1,27,26,1
10,4,28,23,3,6,2,1,27,23,1
6,18,24,26,3,1,2,1,27,26,1
11,4,25,26,3,1,2,1,27,26,1
3,5,28,29,3,1,2,1,27,29,1
10,19,24,29,3,1,2,1,27,39,1
8,4,22,29,3,2,2,1,27,29,1
5,4,26,29,3,2,2,1,27,29,1
2,17,21,32,3,2,2,1,27,25,1
9,16,20,32,3,2,2,1,27,26,1
2,16,22,46,3,1,2,1,27,46,1
6,15,26,46,3,6,2,1,27,45,1
10,4,26,46,3,1,2,1,27,33,1
2,5,27,59,3,1,2,1,27,39,1
4,4,30,29,3,2,1,-1,27,29,1
10,1,26,45,3,6,1,-1,27,45,1
4,5,24,31,3,1,1,-1,27,10,1
10,17,53,33,2,1,1,-1,27,26,1
2,16,39,10,3,2,1,-1,27,26,1
6,16,48,10,3,2,1,-1,27,53,1
10,1,25,59,3,1,1,-1,27,49,1
5,6,41,46,1,1,2,1,27,46,1
6,16,39,10,2,2,2,1,27,10,1
1,16,46,10,2,2,2,1,27,33,1
12,6,43,24,2,1,2,1,27,23,1
9,6,69,26,2,1,2,1,27,46,3
12,16,23,46,2,2,2,3,27,33,1
7,16,34,10,3,2,2,1,27,33,1
2,16,23,10,3,2,2,1,27,26,1
8,16,21,10,3,2,2,1,27,10,1
4,18,26,10,3,2,2,1,27,29,1
6,16,23,10,3,2,2,1,27,26,1
4,16,23,10,3,2,2,1,27,45,1
5,16,19,10,3,2,2,1,27,10,1
5,16,22,10,3,2,2,1,27,10,1
1,16,20,10,3,2,2,1,27,33,1
1,18,20,23,3,2,2,1,27,23,1
9,4,28,23,3,1,2,1,27,25,1
6,16,22,23,3,2,2,1,27,33,1
6,4,25,24,3,6,2,1,27,25,1
6,16,17,24,3,2,2,1,27,26,1
6,16,24,25,3,2,2,1,27,32,1
10,17,21,25,3,2,2,1,27,33,1
5,14,19,25,3,2,2,1,27,22,1
4,21,21,26,3,2,2,1,27,26,1
8,17,27,26,3,2,2,1,27,10,1
12,13,28,26,3,2,2,1,27,26,1
7,16,29,26,3,2,2,1,27,46,1
4,16,20,26,3,2,2,1,27,46,1
12,16,25,26,3,2,2,1,27,32,1
1,16,25,26,3,2,2,1,27,32,1
8,16,24,26,3,2,2,1,27,46,1
8,17,27,26,3,1,2,1,27,26,1
5,16,16,26,3,2,2,1,27,33,1
1,16,25,26,3,2,2,1,27,46,1
5,16,25,26,3,2,2,1,27,33,1
10,4,21,26,3,6,2,1,27,59,1
2,16,17,26,3,2,2,1,27,45,1
5,15,23,26,3,1,2,1,27,26,1
5,4,29,26,3,2,2,1,27,23,1
3,15,36,29,3,2,2,1,27,29,1
2,15,47,29,3,2,2,1,27,39,1
7,4,23,29,3,2,2,1,27,29,1
9,15,20,29,3,2,2,1,27,39,1
3,4,25,29,3,1,2,9,27,29,1
1,4,24,29,3,2,2,1,27,29,1
9,18,21,29,3,2,2,1,27,29,1
2,8,21,29,3,2,2,1,27,10,1
6,8,23,29,3,2,2,9,27,29,1
1,16,18,31,3,1,2,1,27,23,1
9,16,20,32,3,2,2,1,27,33,1
2,16,22,32,3,1,2,1,27,33,1
2,21,25,32,3,1,2,1,27,33,1
6,17,28,33,3,1,2,1,27,26,1
3,16,27,33,3,2,2,1,27,26,1
1,11,23,33,3,1,2,1,27,33,1
1,11,26,33,3,1,2,1,27,26,1
11,4,25,33,3,2,2,1,27,33,1
4,1,28,33,3,1,2,1,27,33,1
9,17,19,33,3,1,2,1,27,33,1
4,16,27,33,3,2,2,1,27,26,1
12,16,20,33,3,2,2,1,27,46,1
99,16,24,33,3,2,2,1,27,25,1
9,16,18,33,3,2,2,1,27,33,1
3,16,19,33,3,1,2,1,27,10,1
12,8,28,39,3,1,2,1,27,29,1
8,18,51,44,3,1,2,1,27,44,1
8,16,22,45,3,2,2,1,27,99,2
9,16,25,45,3,2,2,1,27,33,1
7,17,24,46,3,1,2,1,27,46,1
10,4,22,46,3,6,2,1,27,22,1
5,18,20,49,3,2,2,1,27,99,2
1,14,36,46,3,2,1,-1,27,59,1
1,4,24,49,3,2,1,-1,27,31,1
2,18,28,51,3,1,1,-1,27,52,1
7,16,24,46,1,2,1,-1,27,46,1
3,4,36,46,3,1,1,-1,27,46,1
7,9,21,49,3,1,1,-1,27,39,1
5,17,33,44,3,6,1,-1,27,46,1
10,17,28,26,3,1,1,-1,27,45,1
4,4,25,22,3,6,1,-1,27,24,1
12,16,31,26,3,1,1,-1,27,32,1
9,16,36,45,3,2,1,-1,27,26,1
8,12,31,46,3,1,1,-1,27,52,1
4,17,26,46,3,1,1,-1,27,33,1
2,17,26,46,3,1,1,-1,27,46,1
12,8,58,29,9,4,1,-1,27,33,1
10,17,28,46,3,1,1,-1,27,33,1
6,16,47,23,3,2,1,-1,27,33,1
3,16,36,26,3,2,1,-1,27,26,1
11,16,33,33,3,2,1,-1,27,33,1
12,16,21,25,3,2,1,-1,27,33,1
1,9,29,59,3,1,1,-1,27,39,1
9,4,36,26,3,6,1,-1,27,10,1
7,16,35,46,3,2,1,-1,27,45,1
11,15,26,10,3,2,1,-1,27,10,1
12,16,22,26,3,1,1,-1,27,23,1
4,17,19,44,3,1,1,-1,27,46,1
8,16,52,10,2,2,1,-1,27,26,3
6,16,38,10,3,2,1,-1,27,10,1
11,1,54,10,1,1,1,-1,27,39,3
9,8,27,29,3,2,1,-1,27,29,1
6,16,25,26,5,2,2,1,27,46,1
12,16,23,46,5,9,1,-1,27,46,1
1,1,56,99,5,1,2,1,27,99,2
8,16,27,26,5,2,2,1,27,26,1
1,16,23,26,5,2,2,1,27,26,1
1,17,25,44,5,1,2,1,27,33,1
1,16,32,26,5,1,1,-1,27,31,1
12,17,24,46,5,1,2,1,27,45,1
1,1,25,99,2,1,2,3,27,99,2
8,16,27,10,5,2,2,1,27,29,1
10,16,22,10,5,2,2,1,27,99,2
8,16,25,32,5,2,2,1,27,29,1
9,16,30,53,5,1,1,-1,27,26,1
11,1,25,49,5,1,1,-1,27,99,2
11,16,36,46,5,1,1,-1,27,46,1
3,1,54,99,2,1,1,-1,27,99,2
10,1,48,99,5,1,9,9,27,99,2
4,16,32,26,5,2,2,1,27,25,1
11,16,21,46,1,2,1,-1,27,32,1
2,18,25,45,5,1,1,-1,27,46,1
1,17,4,-1,-1,1,-1,-1,27,33,1
10,16,25,10,5,2,2,1,27,10,1
1,17,26,23,5,2,2,1,27,33,1
5,9,25,31,5,6,2,1,27,22,1
10,16,23,46,5,2,1,-1,27,49,1
2,16,30,22,5,1,1,-1,27,33,1
8,5,46,45,5,1,1,-1,27,45,1
1,16,32,33,5,2,1,-1,27,46,1
9,22,28,46,1,1,2,1,27,26,1
3,16,22,10,5,2,2,1,27,10,1
3,16,37,21,5,2,2,1,27,10,1
8,17,24,23,5,1,2,1,27,26,1
5,16,22,23,5,2,2,1,27,33,1
1,16,28,26,5,2,2,1,27,26,1
1,16,18,26,5,2,2,1,27,26,1
11,16,20,32,5,2,2,1,27,22,1
1,17,27,32,5,1,2,1,27,46,1
12,17,29,33,5,2,2,1,27,44,1
9,16,20,33,5,2,2,1,27,26,1
7,17,26,33,5,1,2,1,27,45,1
10,17,24,45,5,1,2,1,27,44,1
9,17,21,46,5,1,2,1,27,46,1
6,17,24,46,5,1,2,1,27,45,1
2,16,30,52,5,2,1,-1,27,26,1
9,17,24,45,3,1,1,-1,27,46,1
3,16,26,46,5,2,1,-1,27,46,1
1,16,24,33,5,2,1,-1,27,26,1
6,17,26,26,5,1,1,-1,27,24,1
2,18,30,46,5,1,1,-1,27,46,1
12,16,29,26,5,2,1,-1,27,26,1
4,17,43,44,5,1,1,-1,27,23,1
7,1,27,45,5,2,1,-1,27,24,1
3,16,31,25,5,2,1,-1,27,24,1
11,18,22,59,5,1,1,-1,27,59,1
11,18,24,46,5,1,1,-1,27,26,1
12,10,45,10,2,1,2,1,27,99,2
6,14,25,10,9,6,2,1,27,10,1
9,14,22,10,9,6,2,1,27,10,1
10,1,27,31,9,1,2,1,27,33,1
6,9,32,33,9,1,2,1,27,26,1
2,10,35,39,9,2,2,1,27,29,1
12,9,28,39,9,1,2,9,27,99,2
2,3,32,44,9,1,2,1,27,55,1
2,7,24,59,9,2,2,3,27,59,1
8,2,26,99,9,1,2,1,27,99,2
12,9,38,49,2,1,1,-1,27,99,2
7,1,27,45,9,1,1,-1,27,45,1
2,1,29,49,1,1,1,-1,27,49,1
5,1,99,49,9,1,1,-1,27,29,3
11,1,26,46,3,9,1,-1,27,46,1
2,1,25,26,9,2,1,-1,27,24,1
99,99,22,99,9,1,1,-1,27,39,1
5,2,52,29,2,1,1,-1,27,29,1
1,1,31,49,9,1,1,-1,27,49,1
5,1,30,49,9,1,1,-1,27,39,1
99,1,29,99,9,9,1,-1,27,99,2
7,1,86,99,4,1,1,-1,27,99,2
2,1,99,49,9,9,1,-1,27,39,3
2,1,37,49,9,1,1,-1,27,29,1
4,1,28,99,9,1,1,-1,27,99,2
99,1,25,59,2,1,9,9,27,99,2
11,99,27,39,9,9,9,9,27,39,1
2,1,26,59,9,1,9,9,27,59,1
10,1,30,39,9,6,2,1,27,49,1
3,1,28,99,9,1,1,-1,27,33,1
11,19,45,99,2,1,9,9,27,99,2
1,10,37,23,2,2,2,1,27,24,1
9,14,18,23,9,1,2,1,27,24,1
3,1,23,26,9,1,2,1,27,33,1
2,6,29,33,9,1,2,1,27,26,1
99,1,26,49,9,1,1,-1,27,49,1
4,1,27,33,9,1,1,-1,27,45,1
8,13,26,59,9,1,1,-1,27,46,1
5,6,23,26,9,1,2,1,27,45,1
1,1,99,29,9,1,2,2,27,39,3
4,9,27,29,9,2,2,1,27,10,1
10,1,22,32,9,1,2,3,27,33,1
5,1,30,46,9,1,2,1,27,45,1
3,12,25,24,9,1,1,-1,27,24,1
6,1,31,49,9,1,1,-1,27,49,1
1,1,24,49,9,9,1,-1,27,49,1
9,1,27,49,9,1,1,-1,27,29,1
5,1,25,59,9,1,1,-1,27,49,1
4,1,25,39,9,1,1,-1,27,10,1
9,5,22,24,9,1,2,1,27,26,1
2,1,28,39,9,1,1,-1,27,39,1
3,1,25,49,9,1,1,-1,27,49,1
9,1,29,59,9,1,1,-1,27,59,1
1,15,19,46,9,1,1,-1,27,33,1
5,1,23,33,9,9,9,9,27,33,1
12,5,28,10,9,1,2,1,27,29,1
3,5,23,39,9,1,2,1,27,39,1
12,1,23,46,9,1,2,1,27,33,1
4,5,30,49,9,1,1,-1,27,29,1
3,15,29,24,9,2,2,1,27,23,1
4,14,23,33,9,2,2,1,27,33,1
6,16,28,45,9,1,1,-1,27,46,1
12,16,26,29,3,2,2,1,27,29,1
2,1,25,44,9,1,2,3,27,22,1
1,10,27,49,9,6,2,1,27,99,2
3,1,18,39,9,1,1,-1,27,39,1
7,1,99,45,9,1,1,-1,27,29,3
10,1,29,59,9,1,2,1,27,49,1
3,2,18,99,9,1,2,1,27,99,2
8,5,21,49,9,1,1,-1,27,44,1
6,5,26,39,9,1,1,-1,27,39,1
11,13,25,10,9,2,2,1,27,29,1
1,1,39,33,9,1,1,-1,27,23,1
10,16,61,10,2,2,2,1,27,10,3
4,10,55,10,2,6,2,1,27,29,3
1,19,58,99,2,1,2,1,27,99,2
10,1,41,99,2,9,2,1,27,99,2
12,1,23,39,5,6,2,9,27,10,1
8,13,24,10,9,2,2,1,27,99,2
4,13,29,10,9,2,2,1,27,99,2
9,6,28,10,9,1,2,1,27,10,1
2,3,24,10,9,2,2,1,27,99,2
6,10,49,10,9,1,2,1,27,10,3
10,14,26,10,9,2,2,1,27,26,1
2,5,25,10,9,1,2,1,27,10,1
8,22,37,10,9,1,2,1,27,39,1
5,12,21,10,9,1,2,1,27,10,1
9,10,49,10,9,2,2,1,27,99,2
12,9,45,10,9,1,2,1,27,10,3
10,10,21,10,9,2,2,1,27,29,1
2,2,63,10,9,1,2,1,27,29,3
6,19,76,10,9,1,2,1,27,29,3
12,5,21,10,9,5,2,1,27,33,1
9,12,25,21,9,1,2,1,27,29,1
9,1,23,21,9,1,2,1,27,22,1
8,13,25,22,9,2,2,1,27,22,1
7,4,27,22,9,6,2,1,27,22,1
8,3,28,22,9,2,2,1,27,10,1
2,9,26,22,9,1,2,1,27,33,1
4,12,27,24,9,6,2,1,27,26,1
7,16,26,24,9,2,2,1,27,23,1
4,1,23,24,9,2,2,1,27,45,1
4,6,25,25,9,1,2,1,27,25,1
1,12,19,25,9,1,2,1,27,46,1
12,19,26,26,9,1,2,1,27,26,1
7,12,22,26,9,6,2,1,27,99,2
12,10,27,26,9,2,2,1,27,32,1
4,6,30,26,9,1,2,1,27,26,1
5,5,26,26,9,1,2,1,27,25,1
3,5,20,26,9,1,2,1,27,49,1
11,5,29,26,9,1,2,1,27,26,1
1,4,29,26,9,6,2,1,27,25,1
8,19,27,26,9,1,2,1,27,26,1
8,22,21,26,9,6,2,1,27,46,1
7,12,23,26,9,6,2,1,27,24,1
3,5,23,26,9,1,2,1,27,46,1
5,1,36,26,9,1,2,1,27,23,1
11,9,27,26,9,2,2,1,27,26,1
8,9,20,26,9,2,2,1,27,25,1
2,4,23,26,9,6,2,1,27,26,1
3,15,18,26,9,6,2,1,27,10,1
3,15,27,26,9,6,2,1,27,10,1
3,15,27,26,9,6,2,1,27,10,1
6,19,18,29,9,1,2,1,27,29,1
9,19,19,29,9,1,2,1,27,29,1
4,10,21,29,9,6,2,1,27,39,1
7,5,28,29,9,1,2,1,27,39,1
6,3,39,29,9,1,2,1,27,29,1
99,99,63,29,9,1,2,1,27,99,2
3,9,28,29,9,2,2,1,27,29,1
5,9,22,29,9,1,2,1,27,99,2
9,9,25,29,9,1,2,1,27,39,1
6,1,26,29,9,1,2,1,27,39,1
4,10,31,29,9,6,2,1,27,39,1
8,8,21,29,9,2,2,1,27,29,1
9,14,27,29,9,2,2,1,27,39,1
8,12,18,29,9,1,2,1,27,29,1
1,1,24,31,9,1,2,1,27,26,1
2,6,23,31,9,1,2,1,27,26,1
3,4,23,31,9,6,2,1,27,45,1
4,5,24,32,9,1,2,1,27,32,1
11,1,26,32,9,1,2,1,27,26,1
4,1,23,32,9,1,2,1,27,45,1
12,16,23,33,9,2,2,1,27,46,1
11,6,25,33,9,6,2,1,27,26,1
9,6,31,33,9,1,2,1,27,23,1
9,5,35,33,9,1,2,1,27,26,1
5,3,26,33,9,1,2,1,27,33,1
9,14,21,33,9,2,2,1,27,44,1
8,1,28,33,9,1,2,1,27,46,1
11,5,25,33,9,1,2,1,27,26,1
8,10,24,39,9,6,2,1,27,49,1
2,9,41,39,9,1,2,1,27,49,1
1,9,24,39,9,2,2,1,27,59,1
8,8,22,39,9,1,2,1,27,49,1
2,5,28,39,9,1,2,1,27,39,1
1,5,25,39,9,1,2,1,27,39,1
8,3,25,39,9,1,2,1,27,39,1
5,2,22,39,9,1,2,1,27,29,1
7,2,20,39,9,1,2,1,27,39,1
7,5,24,39,9,1,2,1,27,49,1
10,1,42,39,9,1,2,1,27,39,1
1,1,22,39,9,1,2,1,27,49,1
10,3,35,44,9,1,2,1,27,44,1
10,19,28,46,9,1,2,1,27,46,1
6,9,32,46,9,1,2,1,27,46,1
1,10,24,49,9,1,2,3,27,29,1
12,10,24,49,9,1,2,3,27,49,1
2,5,24,49,9,1,2,1,27,49,1
4,5,30,49,9,1,2,1,27,29,1
8,5,22,49,9,1,2,1,27,39,1
8,5,29,49,9,1,2,1,27,39,1
8,1,24,49,9,1,2,1,27,49,1
5,1,28,49,9,1,2,1,27,10,1
8,1,28,49,9,1,2,1,27,49,1
5,1,33,49,9,1,2,9,27,49,1
6,1,30,49,9,1,2,1,27,49,1
7,10,20,49,9,6,2,1,27,49,1
11,10,30,49,9,6,2,1,27,49,1
6,10,30,49,9,6,2,1,27,49,1
7,8,24,49,9,1,2,1,27,49,1
3,2,22,49,9,1,2,1,27,29,1
10,2,25,49,9,1,2,1,27,49,1
6,1,27,49,9,1,2,9,27,49,1
12,1,31,52,9,1,2,3,27,51,1
3,4,24,53,9,6,2,3,27,55,1
8,19,50,99,9,1,2,1,27,99,2
7,12,45,99,9,1,2,1,27,99,2
2,9,40,99,9,1,2,1,27,99,2
10,3,24,99,9,6,2,1,27,99,2
8,1,31,99,9,9,2,1,27,99,2
11,12,27,99,9,1,2,1,27,29,1
10,10,28,99,9,2,2,1,27,99,2
5,3,24,99,9,6,2,1,27,10,1
3,1,22,99,9,1,2,1,27,99,2
9,1,30,99,9,1,2,1,27,99,2
9,5,26,99,9,1,2,1,27,49,1
3,1,29,99,9,6,2,1,27,99,2
4,1,29,99,9,1,2,1,27,49,1
6,16,27,56,9,1,1,-1,27,39,1
11,1,99,99,9,1,1,-1,27,45,2
12,1,24,59,9,9,1,-1,27,49,1
9,4,24,46,9,1,1,-1,27,46,1
11,1,25,46,9,9,1,-1,27,33,1
12,14,22,49,9,1,1,-1,27,59,1
10,1,27,59,9,1,1,-1,27,49,1
12,14,22,46,9,6,1,-1,27,44,1
12,1,24,59,9,1,1,-1,27,59,1
1,1,26,49,2,1,1,-1,27,39,1
6,9,22,49,9,1,1,-1,27,49,1
4,1,25,49,9,9,1,-1,27,49,1
4,1,28,49,9,1,1,-1,27,49,1
6,1,38,24,9,1,1,-1,27,26,1
3,1,24,46,9,1,1,-1,27,29,1
11,1,27,45,9,1,1,-1,27,46,1
3,1,45,31,9,1,1,-1,27,26,1
7,5,24,39,9,1,1,-1,27,49,1
2,3,25,44,9,6,1,-1,27,99,2
1,2,22,29,9,9,1,-1,27,29,1
6,5,24,45,9,5,1,-1,27,45,1
11,12,22,49,9,1,1,-1,27,29,1
5,9,36,56,9,1,1,-1,27,32,1
9,4,29,46,9,1,1,-1,27,46,1
9,1,31,49,9,1,1,-1,27,49,1
1,1,30,29,9,2,1,-1,27,99,2
6,9,23,29,9,1,1,-1,27,29,1
99,1,35,49,9,9,1,-1,27,49,1
6,1,27,49,9,1,1,-1,27,29,1
3,1,46,29,2,6,1,-1,27,99,2
4,3,26,21,9,2,1,-1,27,21,1
7,6,42,26,9,1,1,-1,27,26,1
3,13,28,26,9,6,1,-1,27,26,1
4,9,23,29,9,1,1,-1,27,99,2
6,1,24,29,9,1,1,-1,27,29,1
8,1,29,39,9,1,1,-1,27,29,1
4,1,30,45,9,1,1,-1,27,33,1
12,4,33,46,9,2,1,-1,27,46,1
2,1,29,49,9,1,1,-1,27,49,1
6,3,35,49,9,1,1,-1,27,49,1
10,13,23,49,9,1,1,-1,27,49,1
1,3,25,33,9,1,1,-1,27,33,1
8,1,28,39,9,1,1,-1,27,49,1
1,9,29,45,9,2,1,-1,27,51,1
8,22,45,33,1,1,1,-1,27,99,2
8,12,66,26,2,6,1,-1,27,10,3
1,3,22,10,9,1,1,-1,27,10,1
5,3,24,24,9,6,1,-1,27,99,2
2,12,46,26,9,1,1,-1,27,26,1
6,2,29,29,9,1,1,-1,27,29,1
5,6,30,33,9,1,1,-1,27,33,1
1,12,54,99,9,1,1,-1,27,10,1
7,5,28,49,9,1,1,-1,27,49,1
8,19,30,99,9,1,1,-1,27,39,1
1,1,26,49,9,2,1,-1,27,29,1
6,9,24,29,9,1,1,-1,27,29,1
4,3,37,21,9,6,1,-1,27,23,1
12,1,26,39,9,1,1,-1,27,29,1
2,1,24,31,9,1,1,-1,27,26,1
4,99,27,29,3,1,1,-1,27,29,1
11,5,38,26,9,1,1,-1,27,26,1
7,3,28,45,9,2,1,-1,27,10,1
3,3,41,10,9,1,1,-1,27,10,1
10,13,54,10,9,2,1,-1,27,10,3
11,13,14,10,9,2,1,-1,27,10,1
6,99,99,49,9,5,1,-1,27,39,3
2,12,47,10,9,1,1,-1,27,10,3
10,13,55,10,9,2,1,-1,27,10,3
11,10,44,49,9,1,1,-1,27,49,1
12,1,26,31,9,1,1,-1,27,45,1
2,3,31,39,9,1,1,-1,27,99,2
8,1,27,10,9,1,1,-1,27,10,1
7,1,33,10,9,1,1,-1,27,26,1
1,9,27,10,9,1,1,-1,27,10,1
10,1,30,33,9,1,1,-1,27,21,1
12,19,24,39,9,1,1,-1,27,99,2
6,3,28,59,9,1,1,-1,27,59,1
12,1,24,59,9,1,1,-1,27,45,1
9,5,46,29,9,1,1,-1,27,10,1
12,1,24,32,9,1,1,-1,27,99,2
5,1,27,46,9,1,1,-1,27,46,1
7,8,37,49,9,2,9,9,27,49,1
9,2,20,49,9,1,1,-1,27,49,1
8,9,42,49,9,1,1,-1,27,39,1
12,1,28,99,9,1,9,9,27,99,2
8,21,27,26,9,1,2,1,27,26,1
6,1,28,99,9,1,1,-1,27,99,2
10,11,10,24,-1,1,2,3,27,33,1
4,16,24,44,3,2,2,1,27,46,1
7,1,26,45,3,1,2,1,27,45,1
2,4,24,22,9,6,2,1,27,22,1
1,1,28,26,9,1,2,1,27,99,2
5,3,24,29,9,1,2,1,27,29,1
11,9,27,33,9,2,2,1,27,32,1
2,2,29,33,9,1,2,1,27,33,1
4,7,27,49,9,2,2,1,27,29,1
9,1,26,45,9,1,1,-1,27,26,1
4,4,26,46,9,1,1,-1,27,46,1
3,5,27,26,9,1,1,-1,27,33,1
2,1,62,45,1,1,2,1,27,45,1
12,22,56,23,2,1,2,1,27,23,3
99,4,48,26,2,6,2,1,27,32,1
4,10,24,10,9,1,2,1,27,99,2
